Direcciones,Latitud,Longitud,Nro Radicado
Carrera 50 Calle 83C Sur LA ESTRELLA,6.1504236,-75.6360396,9403
Carrera 50 Calle 88 Sur LA ESTRELLA,6.1481678,-75.6361426,9412
Carrera 50 Calle 100B Sur LA ESTRELLA,6.1187752,-75.6344243,9414
Carrera 50 Calle 94 Sur LA ESTRELLA,6.145127,-75.6335377,9417
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,9420
Carrera 50 Calle 91 Sur LA ESTRELLA,6.1441505,-75.6334228,8704
Calle 77 Sur Carrera 52 LA ESTRELLA,6.1584484,-75.6290211,8705
Carrera 50 Calle 97A Sur LA ESTRELLA,6.1325234,-75.6335038,8706
Carrera 50 Calle 91 Sur LA ESTRELLA,6.1441505,-75.6334228,8707
Carrera 55 Calle 81 Sur LA ESTRELLA,6.154837,-75.635219,8708
Carrera 55 Calle 90 Sur LA ESTRELLA,6.1482394,-75.637607,8714
Calle 100 Sur Carrera 50 LA ESTRELLA,6.1194097,-75.6344227,8715
Carrera 50 Calle 99 Sur LA ESTRELLA,6.1226138,-75.634477,8716
Carrera 54 Calle 75B Sur LA ESTRELLA,6.1612844,-75.6364063,8717
Carrera 48 Calle 101 Sur LA ESTRELLA,6.1164501,-75.632955,8718
Carrera 54 Calle 75A Sur LA ESTRELLA,6.1557596,-75.6341108,8719
Carrera 55 Calle 82A Sur LA ESTRELLA,6.154837,-75.635219,8720
Calle 100 Sur Carrera 49 LA ESTRELLA,6.1195073,-75.6341745,8721
Carrera 48 Calle 98 Sur LA ESTRELLA,6.1264835,-75.6288846,8722
Carrera 54 Calle 80 Sur LA ESTRELLA,6.153988,-75.6350659,8723
Calle 79AA Sur Carrera 64 Sur LA ESTRELLA,6.1561186,-75.6345968,8724
Carrera 55 Calle 80 Sur LA ESTRELLA,6.1543856,-75.6363237,8725
Carrera 48 Calle 98 Sur LA ESTRELLA,6.1264835,-75.6288846,8731
Calle 80 Sur Carrera 58 LA ESTRELLA,6.1573989,-75.6413764,8732
Carrera 50 Calle 93B Sur LA ESTRELLA,6.1194902,-75.6344897,8740
Carrera 62A Calle 74 Sur LA ESTRELLA,6.1645847,-75.6433602,8741
Carrera 48 Calle 97 Sur LA ESTRELLA,6.1168976,-75.6303266,8742
Calle 75AB Sur Carrera 52D LA ESTRELLA,6.1604689,-75.6284003,8743
Calle 80 Sur Carrera 59 LA ESTRELLA,6.1576307,-75.6419947,8752
Carrera 63 Calle 80 Sur LA ESTRELLA,6.1586293,-75.6450655,8753
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,8755
Carrera 50 Calle 97 Sur LA ESTRELLA,6.1331391,-75.6337246,8756
Carrera 62 Calle 75AA Sur LA ESTRELLA,6.1623981,-75.6449247,8779
Calle 80 Sur Carrera 61 LA ESTRELLA,6.158204,-75.6435854,8780
Carrera 50 Calle 92 Sur LA ESTRELLA,6.1511449,-75.636623,8799
Carrera 48B Calle 99 Sur LA ESTRELLA,6.1218087,-75.6308752,8800
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,8801
Carrera 50 Calle 97B Sur LA ESTRELLA,6.1317917,-75.6334631,8802
Carrera 50 Calle 100 Sur LA ESTRELLA,6.1194097,-75.6344227,8803
Carrera 48 Calle 101 Sur LA ESTRELLA,6.1164501,-75.632955,8804
Calle 82 Sur Carrera 57 LA ESTRELLA,6.1553376,-75.6405452,8692
Calle 77 Sur Carrera 53 LA ESTRELLA,6.15992,-75.6322728,8693
Calle 81 Sur Carrera 59 LA ESTRELLA,6.1568601,-75.6422866,8694
Calle 87 Sur Carrera 56B LA ESTRELLA,6.1526853,-75.6520852,8695
Calle 77 Sur Carrera 57 LA ESTRELLA,6.1600369,-75.6395242,8696
Carrera 62 Calle 75 Sur LA ESTRELLA,6.1651475,-75.6328584,8709
Carrera 55 Calle 77 Sur LA ESTRELLA,6.1604047,-75.6372673,8710
Calle 82 Sur Carrera 57 LA ESTRELLA,6.1553376,-75.6405452,8711
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,8712
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,8713
Calle 87 Sur Carrera 65B LA ESTRELLA,6.15348,-75.6493469,8726
Calle 83 Sur Carrera 56 LA ESTRELLA,6.1541227,-75.6394556,8727
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,8728
Carrera 48 Calle 98 Sur LA ESTRELLA,6.1264835,-75.6288846,8729
Calle 77 Sur Carrera 58 LA ESTRELLA,6.1605329,-75.6365359,8730
Calle 73 Sur Carrera 63 LA ESTRELLA,6.1656415,-75.6441065,8737
Carrera 50 Calle 93 Sur LA ESTRELLA,6.1511449,-75.636623,8738
Calle 96 Sur Carrera 55A Sur LA ESTRELLA,6.1345731,-75.6348827,8536
Carrera 50 Calle 99 Sur LA ESTRELLA,6.1226138,-75.634477,8537
Carrera 50 Calle 100 Sur LA ESTRELLA,6.1194097,-75.6344227,8538
Carrera 55 Calle 80 Sur LA ESTRELLA,6.1543856,-75.6363237,8539
Calle 77 Sur Carrera 55 LA ESTRELLA,6.1604047,-75.6372673,8540
Carrera 50 Calle 96A Sur LA ESTRELLA,6.1441505,-75.6334228,8541
Carrera 50 Calle 99 Sur LA ESTRELLA,6.1226138,-75.634477,8542
Carrera 54 Calle 79 Sur LA ESTRELLA,6.156839,-75.6340866,8543
Carrera 50 Calle 88 Sur LA ESTRELLA,6.1481678,-75.6361426,8544
Carrera 50 Calle 101 Sur LA ESTRELLA,6.1156037,-75.6366249,8547
Carrera 50 Calle 96 Sur LA ESTRELLA,6.1349499,-75.6344472,8548
Calle 100 Sur Carrera 49D LA ESTRELLA,6.1200518,-75.6337143,8549
Carrera 48 Calle 101 Sur LA ESTRELLA,6.1164501,-75.632955,8550
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,8551
Carrera 56D Calle 76B Sur LA ESTRELLA,6.1607456,-75.6388382,8552
Carrera 48 Calle 101A Sur LA ESTRELLA,6.1821862,-75.5864613,8567
Carrera 48 Calle 101 Sur LA ESTRELLA,6.1164501,-75.632955,8568
Calle 82 Sur Carrera 52C LA ESTRELLA,6.1557477,-75.6418604,8569
Carrera 50 Calle 92 Sur LA ESTRELLA,6.1511449,-75.636623,8570
Carrera 50 Calle 97 Sur LA ESTRELLA,6.1331391,-75.6337246,8625
Calle 80 Sur Carrera 50 LA ESTRELLA,6.1523941,-75.6336115,8626
Calle 80 Sur Carrera 61 LA ESTRELLA,6.158204,-75.6435854,8627
Carrera 50 Calle 97 Sur LA ESTRELLA,6.1331391,-75.6337246,8628
Calle 100 Sur Carrera 49 LA ESTRELLA,6.1195073,-75.6341745,8629
Calle 87 Sur Carrera 65 LA ESTRELLA,6.1531536,-75.6483954,8630
Carrera 56 Calle 77 Sur LA ESTRELLA,6.1600553,-75.6386552,8658
Carrera 50 Calle 100D Sur LA ESTRELLA,6.117579,-75.6324342,8659
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,8660
Calle 88 Sur Carrera 55 LA ESTRELLA,6.1482394,-75.637607,8661
Carrera 50 Calle 88A Sur LA ESTRELLA,6.1721663,-75.6089299,8662
Calle 76 Sur Carrera 62A LA ESTRELLA,6.1613001,-75.644262,8663
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,8664
Calle 82 Sur Carrera 57 LA ESTRELLA,6.1553376,-75.6405452,8669
Carrera 50 Calle 91 Sur LA ESTRELLA,6.1441505,-75.6334228,8670
Carrera 61 Calle 24A Sur LA ESTRELLA,6.157593,-75.644407,8671
Carrera 62A Calle 74 Sur LA ESTRELLA,6.1645847,-75.6433602,8672
Carrera 50 Calle 88 Sur LA ESTRELLA,6.1481678,-75.6361426,9550
Calle 77 Sur Carrera 50A LA ESTRELLA,6.1578904,-75.6260911,9551
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,9552
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,9558
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,9559
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,9560
Calle 100 Sur Carrera 48 LA ESTRELLA,6.1196971,-75.6315951,9561
Calle 100 Sur Carrera 48 LA ESTRELLA,6.1196971,-75.6315951,9562
Carrera 50 Calle 91 Sur LA ESTRELLA,6.1441505,-75.6334228,9563
Carrera 50 Calle 79D Sur LA ESTRELLA,6.1194902,-75.6344897,9564
Carrera 55 Calle 79B Sur LA ESTRELLA,6.1558023,-75.6352976,9565
Carrera 50 Calle 88 Sur LA ESTRELLA,6.1481678,-75.6361426,9566
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,9567
Carrera 55 Calle 83 Sur LA ESTRELLA,6.1482394,-75.637607,9568
Carrera 49 Calle 100 Sur LA ESTRELLA,6.1195073,-75.6341745,9569
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,9570
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,9571
Carrera 55 Calle 83 Sur LA ESTRELLA,6.1482394,-75.637607,8849
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,8850
Carrera 55 Calle 77 Sur LA ESTRELLA,6.1604047,-75.6372673,8851
Carrera 50 Calle 98 Sur LA ESTRELLA,6.1283022,-75.6327344,8852
Carrera 55 Calle 80 Sur LA ESTRELLA,6.1543856,-75.6363237,8853
Carrera 50 Calle 78 Sur LA ESTRELLA,6.156027,-75.6287578,8854
Carrera 50 Calle 98 Sur LA ESTRELLA,6.1283022,-75.6327344,8855
Carrera 50 Calle 90AA Sur LA ESTRELLA,6.145127,-75.6335377,8856
Carrera 55 Calle 88 Sur LA ESTRELLA,6.1482394,-75.637607,8857
Calle 100 Sur Carrera 50 LA ESTRELLA,6.1194097,-75.6344227,8858
Carrera 50 Calle 95 Sur LA ESTRELLA,6.1366177,-75.6342835,8859
Calle 73 Sur Carrera 63 LA ESTRELLA,6.1656415,-75.6441065,8860
Carrera 55 Calle 87 Sur LA ESTRELLA,6.1501338,-75.6371597,8861
Carrera 55 Calle 77 Sur LA ESTRELLA,6.1604047,-75.6372673,8862
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,8863
Carrera 54 Calle 80 Sur LA ESTRELLA,6.153988,-75.6350659,8864
Calle 83 Sur Carrera 55 LA ESTRELLA,6.1537763,-75.6380555,8865
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,8884
Calle 81 Sur Carrera 63 LA ESTRELLA,6.1580861,-75.6452845,8885
Calle 77 Sur Carrera 52A LA ESTRELLA,6.158955,-75.6292297,8886
Carrera 50 Calle 98D Sur LA ESTRELLA,6.1232127,-75.6345651,8887
Carrera 55 Calle 87 Sur LA ESTRELLA,6.1501338,-75.6371597,8908
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,8909
Carrera 62 Calle 80 Sur LA ESTRELLA,6.1584235,-75.6444579,8910
Calle 79 Sur Carrera 52 LA ESTRELLA,6.1560819,-75.6306278,8911
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,8912
Carrera 50 Calle 88A Sur LA ESTRELLA,6.1721663,-75.6089299,8922
Carrera 62 Calle 75B Sur LA ESTRELLA,6.1621449,-75.644614,8923
Calle 77 Sur Carrera 53 LA ESTRELLA,6.15992,-75.6322728,8924
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,8925
Calle 100 Sur Carrera 49 LA ESTRELLA,6.1195073,-75.6341745,8928
Carrera 50 Calle 77 Sur LA ESTRELLA,6.154535,-75.626803,8929
Carrera 50 Calle 77D Sur LA ESTRELLA,6.1721663,-75.6089299,8930
Calle 75AA Sur Carrera 57 LA ESTRELLA,6.1627622,-75.6393071,8932
Carrera 48 Calle 97 Sur LA ESTRELLA,6.1168976,-75.6303266,8936
Calle 100 Sur Carrera 49 LA ESTRELLA,6.1195073,-75.6341745,8937
Carrera 48 Calle 101 Sur LA ESTRELLA,6.1164501,-75.632955,8453
Carrera 48 Calle 101 Sur LA ESTRELLA,6.1164501,-75.632955,8454
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,8455
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,8456
Calle 87 Sur Carrera 62 LA ESTRELLA,6.1528829,-75.646854,8457
Carrera 50 Calle 100 Sur LA ESTRELLA,6.1194097,-75.6344227,8471
Calle 82 Sur Carrera 61 LA ESTRELLA,6.1566162,-75.644162,8521
Carrera 56 Calle 82 Sur LA ESTRELLA,6.1547249,-75.6384867,8522
Carrera 52 Calle 77 Sur LA ESTRELLA,6.1584484,-75.6290211,8523
Carrera 57 Calle 82 Sur LA ESTRELLA,6.1553376,-75.6405452,8524
Carrera 62 Calle 81 Sur LA ESTRELLA,6.1576337,-75.6446892,8528
Carrera 61 Calle 83 Sur LA ESTRELLA,6.1570459,-75.643957,8529
Carrera 50 Calle 93 Sur LA ESTRELLA,6.1511449,-75.636623,8530
Carrera 50 Calle 94 Sur LA ESTRELLA,6.145127,-75.6335377,8531
Carrera 50 Calle 102 Sur LA ESTRELLA,6.1441505,-75.6334228,8533
Carrera 54 Calle 75 Sur LA ESTRELLA,6.1629835,-75.6354762,8534
Carrera 48 Calle 98A Sur LA ESTRELLA,6.1234898,-75.6299991,8535
Calle 88AA Sur Carrera 50 LA ESTRELLA,6.1468352,-75.6346448,9241
Calle 74 Sur Carrera 66 LA ESTRELLA,6.1645847,-75.6433602,9242
Carrera 55 Calle 79 Sur LA ESTRELLA,6.1569697,-75.6355586,9243
Calle 77 Sur Carrera 57B LA ESTRELLA,6.1600381,-75.6401609,9244
Calle 77 Sur Carrera 52D LA ESTRELLA,6.158955,-75.6292297,9245
Carrera 50 Calle 48 Sur LA ESTRELLA,6.1441505,-75.6334228,9246
Calle 77 Sur Carrera 54 LA ESTRELLA,6.1604655,-75.6368848,9247
Calle 87 Sur Carrera 55 LA ESTRELLA,6.1501338,-75.6371597,9257
Carrera 49 Calle 79 Sur LA ESTRELLA,6.1535794,-75.6285972,9258
Calle 91 Sur Carrera 55 LA ESTRELLA,6.1442671,-75.6373179,9259
Carrera 50 Calle 97B Sur LA ESTRELLA,6.1317917,-75.6334631,9260
Carrera 50 Calle 98 Sur LA ESTRELLA,6.1283022,-75.6327344,9261
Carrera 55 Calle 79C Sur LA ESTRELLA,6.1550435,-75.6353358,9270
Calle 79 Sur Carrera 52 LA ESTRELLA,6.1560819,-75.6306278,9271
Carrera 62A Calle 75 Sur LA ESTRELLA,6.1631696,-75.6440751,9272
Calle 87 Sur Carrera 55 LA ESTRELLA,6.1501338,-75.6371597,9289
Calle 87 Sur Carrera 55 LA ESTRELLA,6.1501338,-75.6371597,9290
Carrera 50 Calle 60 Sur LA ESTRELLA,6.1584894,-75.6107497,9291
Carrera 50 Calle 78 Sur LA ESTRELLA,6.156027,-75.6287578,9292
Carrera 55 Calle 87 Sur LA ESTRELLA,6.1501338,-75.6371597,9293
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,9294
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,9299
Calle 75AB Sur Carrera 52 LA ESTRELLA,6.1605836,-75.6292076,9300
Calle 81 Sur Carrera 61 LA ESTRELLA,6.1573955,-75.6438592,9301
Carrera 55A Calle 78 Sur LA ESTRELLA,6.158547,-75.6397965,9302
Calle 83 Sur Carrera 55 LA ESTRELLA,6.1537763,-75.6380555,9321
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,9322
Calle 78A Sur Carrera 52A LA ESTRELLA,6.1573769,-75.6304964,9323
Calle 77 Sur Carrera 63 LA ESTRELLA,6.1600141,-75.644656,9336
Calle 87 Sur Carrera 55 LA ESTRELLA,6.1501338,-75.6371597,9337
Carrera 50 Calle 88 Sur LA ESTRELLA,6.1481678,-75.6361426,9338
Carrera 55 Calle 80 Sur LA ESTRELLA,6.1543856,-75.6363237,9340
Calle 77 Sur Carrera 59 LA ESTRELLA,6.1596727,-75.6413438,9344
Calle 88 Sur Carrera 55 LA ESTRELLA,6.1482394,-75.637607,9348
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,9349
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,9351
Carrera 48 Calle 100D Sur LA ESTRELLA,6.1174266,-75.6322466,8805
Carrera 66 Calle 76 Sur LA ESTRELLA,6.1619466,-75.651237,8807
Calle 73 Sur Carrera 63 LA ESTRELLA,6.1656415,-75.6441065,8808
Carrera 48 Calle 100B Sur LA ESTRELLA,6.1186355,-75.6288128,8809
Calle 80 Sur Carrera 50 LA ESTRELLA,6.1523941,-75.6336115,8810
Carrera 48 Calle 98 Sur LA ESTRELLA,6.1264835,-75.6288846,8811
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,8812
Calle 76A Sur Carrera 56C LA ESTRELLA,6.1609405,-75.6379477,8821
Carrera 50 Calle 98 Sur LA ESTRELLA,6.1283022,-75.6327344,8836
Carrera 50 Calle 97 Sur LA ESTRELLA,6.1331391,-75.6337246,8837
Carrera 50 Calle 100D Sur LA ESTRELLA,6.117579,-75.6324342,8838
Carrera 48 Calle 98 Sur LA ESTRELLA,6.1264835,-75.6288846,8843
Carrera 50 Calle 98 Sur LA ESTRELLA,6.1283022,-75.6327344,8844
Carrera 48 Calle 101 Sur LA ESTRELLA,6.1164501,-75.632955,8845
Carrera 48 Calle 97 Sur LA ESTRELLA,6.1168976,-75.6303266,8846
Calle 100 Sur Carrera 49 LA ESTRELLA,6.1195073,-75.6341745,8847
Carrera 50 Calle 97A Sur LA ESTRELLA,6.1325234,-75.6335038,8848
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,8588
Calle 79 Sur Carrera 54A LA ESTRELLA,6.1568444,-75.6345495,8589
Carrera 50 Calle 99 Sur LA ESTRELLA,6.1226138,-75.634477,8590
Calle 77 Sur Carrera 57B LA ESTRELLA,6.1600381,-75.6401609,8596
Carrera 55 Calle 83 Sur LA ESTRELLA,6.1482394,-75.637607,8597
Carrera 60 Calle 76 Sur LA ESTRELLA,6.1609017,-75.6425509,8598
Carrera 50A Calle 77 Sur LA ESTRELLA,6.1578904,-75.6260911,8599
Carrera 48 Calle 99 Sur LA ESTRELLA,6.121111,-75.6314475,8600
Calle 76 Sur Carrera 60 LA ESTRELLA,6.1609017,-75.6425509,8601
Calle 83B Sur Carrera 50 LA ESTRELLA,6.1520026,-75.6373463,8602
Carrera 50 Calle 97 Sur LA ESTRELLA,6.1331391,-75.6337246,8603
Calle 77 Sur Carrera 50 LA ESTRELLA,6.1572844,-75.6269373,8604
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,8605
Carrera 48 Calle 98A Sur LA ESTRELLA,6.1234898,-75.6299991,8606
Calle 80 Sur Carrera 55 LA ESTRELLA,6.1543856,-75.6363237,8607
Carrera 50 Calle 89 Sur LA ESTRELLA,6.145127,-75.6335377,8615
Carrera 50 Calle 77 Sur LA ESTRELLA,6.154535,-75.626803,8616
Calle 77 Sur Carrera 50A LA ESTRELLA,6.1578904,-75.6260911,8617
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,8618
Carrera 56D Calle 76 Sur LA ESTRELLA,6.1614479,-75.6387596,8619
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,8653
Carrera 50 Calle 88AA Sur LA ESTRELLA,6.1468352,-75.6346448,8654
Carrera 50 Calle 97 Sur LA ESTRELLA,6.1331391,-75.6337246,8655
Carrera 63 Calle 81 Sur LA ESTRELLA,6.1580861,-75.6452845,8656
Carrera 56 Calle 83 Sur LA ESTRELLA,6.1541227,-75.6394556,8657
Carrera 59 Calle 95A Sur LA ESTRELLA,6.121111,-75.6314475,8665
Carrera 48 Calle 101 Sur LA ESTRELLA,6.1164501,-75.632955,8666
Carrera 61 Calle 81 Sur LA ESTRELLA,6.1573955,-75.6438592,8667
Calle 76 Sur Carrera 61 LA ESTRELLA,6.1613001,-75.644262,8668
Carrera 54 Calle 79 Sur LA ESTRELLA,6.156839,-75.6340866,8685
Carrera 50 Calle 101 Sur LA ESTRELLA,6.1156037,-75.6366249,8686
Carrera 50 Calle 101 Sur LA ESTRELLA,6.1156037,-75.6366249,8687
Calle 83 Sur Carrera 55AA LA ESTRELLA,6.1537962,-75.6383414,8688
Carrera 55 Calle 82 Sur LA ESTRELLA,6.154834,-75.6381454,8689
Carrera 48 Calle 100B Sur LA ESTRELLA,6.1186355,-75.6288128,8690
Calle 100 Sur Carrera 49 LA ESTRELLA,6.1195073,-75.6341745,8691
Calle 75 Sur Carrera 54 LA ESTRELLA,6.1641233,-75.6363486,8673
Calle 77 Sur Carrera 59 LA ESTRELLA,6.1596727,-75.6413438,8674
Carrera 51 Calle 95 Sur LA ESTRELLA,6.1361681,-75.6350609,8733
Carrera 51 Calle 98 Sur LA ESTRELLA,6.1285236,-75.6353217,8734
Calle 75A Sur Carrera 54 LA ESTRELLA,6.1650761,-75.6297561,8735
Calle 77 Sur Carrera 55 LA ESTRELLA,6.1604047,-75.6372673,8736
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,8754
Carrera 65 Calle 87 Sur LA ESTRELLA,6.1531536,-75.6483954,8757
Calle 77 Sur Carrera 52 LA ESTRELLA,6.1584484,-75.6290211,8760
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,8761
Calle 80 Sur Carrera 63 LA ESTRELLA,6.1586293,-75.6450655,8762
Carrera 58 Calle 88 Sur LA ESTRELLA,6.1543067,-75.6332955,8763
Calle 76 Sur Carrera 59 LA ESTRELLA,6.1615598,-75.6412969,8764
Calle 79 Sur Carrera 59 LA ESTRELLA,6.1584664,-75.6417332,8765
Carrera 50 Calle 102 Sur LA ESTRELLA,6.1441505,-75.6334228,8766
Calle 83 Sur Carrera 56DD LA ESTRELLA,6.1541227,-75.6394556,8798
Carrera 50 Calle 77B Sur LA ESTRELLA,,,8806
Carrera 55 Calle 48 Sur LA ESTRELLA,6.154837,-75.635219,9422
Carrera 55 Calle 48 Sur LA ESTRELLA,6.154837,-75.635219,9423
Carrera 50 Calle 98 Sur LA ESTRELLA,6.1283022,-75.6327344,9427
Carrera 50 Calle 91 Sur LA ESTRELLA,6.1441505,-75.6334228,9428
Calle 79 Sur Carrera 59 LA ESTRELLA,6.1584664,-75.6417332,9430
Calle 78A Sur Carrera 53 LA ESTRELLA,6.1578114,-75.6322848,9432
Carrera 50 Calle 155 Sur LA ESTRELLA,6.1441505,-75.6334228,9433
Carrera 57 Calle 82 Sur LA ESTRELLA,6.1553376,-75.6405452,9434
Carrera 55 Calle 80 Sur LA ESTRELLA,6.1543856,-75.6363237,9435
Calle 82 Sur Carrera 59 LA ESTRELLA,6.1560332,-75.6425958,9436
Calle 73 Sur Carrera 66D LA ESTRELLA,6.1662336,-75.6498041,9438
Carrera 57 Calle 75AA Sur LA ESTRELLA,6.1627622,-75.6393071,9439
Carrera 59 Calle 79 Sur LA ESTRELLA,6.1584664,-75.6417332,9441
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,9453
Calle 88 Sur Carrera 55 LA ESTRELLA,6.1482394,-75.637607,9476
Calle 81 Sur Carrera 64 LA ESTRELLA,6.1584258,-75.646504,9478
Carrera 50 Calle 88 Sur LA ESTRELLA,6.1481678,-75.6361426,9508
Carrera 62A Calle 74 Sur LA ESTRELLA,6.1645847,-75.6433602,9525
Carrera 50 Calle 98A Sur LA ESTRELLA,6.1721663,-75.6089299,9526
Carrera 50 Calle 95 Sur LA ESTRELLA,6.1366177,-75.6342835,9527
Calle 77 Sur Carrera 55 LA ESTRELLA,6.1604047,-75.6372673,9529
Calle 87 Sur Carrera 55 LA ESTRELLA,6.1501338,-75.6371597,9530
Carrera 54 Calle 75A Sur LA ESTRELLA,6.1557596,-75.6341108,9531
Calle 100 Sur Carrera 49 LA ESTRELLA,6.1195073,-75.6341745,9532
Carrera 59 Calle 83 Sur LA ESTRELLA,6.159322,-75.642083,9534
Calle 80 Sur Carrera 61 LA ESTRELLA,6.158204,-75.6435854,9537
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,9538
Calle 77 Sur Carrera 60 LA ESTRELLA,6.1599707,-75.6434592,9539
Calle 77 Sur Carrera 53 LA ESTRELLA,6.15992,-75.6322728,9540
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,9541
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,9542
Calle 77 Sur Carrera 57 LA ESTRELLA,6.1600369,-75.6395242,9543
Calle 77 Sur Carrera 52D LA ESTRELLA,6.158955,-75.6292297,9544
Calle 79 Sur Carrera 59 LA ESTRELLA,6.1584664,-75.6417332,9545
Carrera 55 Calle 87 Sur LA ESTRELLA,6.1501338,-75.6371597,9547
Calle 97B Sur Carrera 50 LA ESTRELLA,6.1317917,-75.6334631,9548
Calle 77 Sur Carrera 50A LA ESTRELLA,6.1578904,-75.6260911,8938
Calle 100 Sur Carrera 660 LA ESTRELLA,6.1198157,-75.6306114,8939
Calle 80 Sur Carrera 54 LA ESTRELLA,6.153988,-75.6350659,8940
Carrera 50 Calle 83 Sur LA ESTRELLA,6.1529439,-75.6316332,8943
Carrera 50 Calle 100A Sur LA ESTRELLA,6.1194902,-75.6344897,8944
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,8945
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,8946
Carrera 59 Calle 82 Sur LA ESTRELLA,6.1560332,-75.6425958,8947
Carrera 50A Calle 77 Sur LA ESTRELLA,6.1578904,-75.6260911,8948
Carrera 54 Calle 79 Sur LA ESTRELLA,6.156839,-75.6340866,8949
Carrera 50 Calle 88A Sur LA ESTRELLA,6.1721663,-75.6089299,8950
Carrera 54 Calle 74 Sur LA ESTRELLA,6.1557596,-75.6341108,8951
Carrera 62A Calle 75AA Sur LA ESTRELLA,6.1624034,-75.6442517,8952
Calle 74 Sur Carrera 57 LA ESTRELLA,6.1644697,-75.6429633,8958
Carrera 54 Calle 77 Sur LA ESTRELLA,6.1604655,-75.6368848,8968
Carrera 50 Calle 98A Sur LA ESTRELLA,6.1721663,-75.6089299,8969
Calle 77 Sur Carrera 50 LA ESTRELLA,6.1572844,-75.6269373,8970
Carrera 48 Calle 98 Sur LA ESTRELLA,6.1264835,-75.6288846,8739
Carrera 63 Calle 79 Sur LA ESTRELLA,6.1592998,-75.6448322,8744
Carrera 50 Calle 100B Sur LA ESTRELLA,6.1187752,-75.6344243,8745
Calle 79C Sur Carrera 50 LA ESTRELLA,6.1529569,-75.6318012,8746
Carrera 50 Calle 88A Sur LA ESTRELLA,6.1721663,-75.6089299,8747
Calle 76 Sur Carrera 60 LA ESTRELLA,6.1609017,-75.6425509,8751
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,8771
Calle 77 Sur Carrera 55 LA ESTRELLA,6.1604047,-75.6372673,8772
Carrera 50 Calle 102 Sur LA ESTRELLA,6.1441505,-75.6334228,8773
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,8774
Carrera 50 Calle 99 Sur LA ESTRELLA,6.1226138,-75.634477,8775
Calle 100 Sur Carrera 49 LA ESTRELLA,6.1195073,-75.6341745,8776
